@relation Crop_recommendation

@attribute N numeric
@attribute P numeric
@attribute K numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {rice,maize,chickpea,kidneybeans,pigeonpeas,mothbeans,mungbean,blackgram,lentil,pomegranate,banana,mango,grapes,watermelon,muskmelon,apple,orange,papaya,coconut,cotton,jute,coffee}

@data
80,16,46,25.504055,81.402974,6.940236,48.478333,watermelon
100,18,52,26.202345,80.382665,6.876067,56.479418,watermelon
91,7,53,25.137359,89.282727,6.457217,43.528975,watermelon
86,6,53,25.920302,83.472026,6.921848,42.106815,watermelon
107,5,52,26.663461,89.984052,6.881426,57.408472,watermelon
103,16,49,24.067315,81.640753,6.915717,51.752124,watermelon
101,20,48,24.677416,82.754114,6.206247,57.057094,watermelon
85,25,47,26.114404,87.640811,6.295425,58.481608,watermelon
84,7,51,26.815305,87.656945,6.399669,55.740736,watermelon
102,28,54,25.156231,80.275251,6.862157,55.495415,watermelon
98,25,52,25.280137,83.153937,6.224066,49.294566,watermelon
97,25,50,26.22006,80.90127,6.093815,49.085539,watermelon
90,16,45,24.920933,80.617508,6.29154,50.557108,watermelon
95,12,46,26.216676,81.010094,6.322817,54.654236,watermelon
82,23,49,26.813836,87.219869,6.873284,51.704978,watermelon
82,25,51,24.31335,87.474091,6.07421,48.112484,watermelon
110,28,46,24.29105,88.045413,6.498896,51.260464,watermelon
118,21,51,24.429989,86.339048,6.678805,48.582418,watermelon
120,20,45,25.66576,88.698423,6.114129,54.227225,watermelon
91,7,52,25.078037,83.462305,6.405054,56.399629,watermelon
81,6,55,24.889105,85.870591,6.110143,51.706991,watermelon
101,13,54,25.429009,82.914818,6.828983,56.341446,watermelon
101,17,55,24.371182,87.126913,6.4515,44.639077,watermelon
111,6,53,26.493065,88.591431,6.313513,46.063822,watermelon
107,10,49,25.832029,89.004817,6.755192,45.246906,watermelon
115,11,46,24.415927,89.396555,6.623167,40.321619,watermelon
84,25,52,24.371902,81.251482,6.125324,44.208996,watermelon
120,7,47,24.247825,83.036879,6.653868,54.765762,watermelon
91,12,46,24.644585,85.499382,6.343943,48.31219,watermelon
89,22,52,24.896811,86.107829,6.217301,53.146262,watermelon
113,19,46,25.41864,81.12123,6.286388,49.523207,watermelon
97,22,50,26.260287,86.145859,6.769894,58.978788,watermelon
117,30,50,24.901239,87.207729,6.744966,46.592073,watermelon
90,14,52,24.847408,89.204546,6.391858,59.679272,watermelon
104,23,47,26.982128,86.700683,6.770434,42.912922,watermelon
81,16,45,26.904357,86.254262,6.727468,59.7598,watermelon
88,5,47,25.864755,86.67468,6.662245,41.165548,watermelon
92,7,45,26.706078,81.141495,6.94464,51.510336,watermelon
81,18,50,26.440195,80.919343,6.507111,47.818476,watermelon
111,5,55,26.283443,84.424789,6.520663,50.786697,watermelon
108,23,51,26.843661,83.8504,6.106501,40.228644,watermelon
113,30,50,26.039672,83.986244,6.277484,43.877123,watermelon
83,10,53,24.929948,85.008024,6.195142,48.758595,watermelon
101,11,51,25.50737,84.243402,6.792036,44.2069,watermelon
114,21,55,25.443839,87.939231,6.472756,57.515497,watermelon
99,6,45,26.125889,86.550794,6.000976,40.712101,watermelon
92,20,55,25.104748,87.526762,6.587791,59.265194,watermelon
92,7,48,26.275206,86.632496,6.956509,54.387485,watermelon
91,24,55,26.270616,83.091945,6.259087,46.768375,watermelon
110,21,54,26.736908,87.824302,6.747538,47.46447,watermelon
112,25,51,25.047469,85.566728,6.932537,56.724967,watermelon
89,25,54,24.693689,85.569676,6.353107,48.993908,watermelon
100,10,53,24.54357,84.608083,6.211749,42.006603,watermelon
83,22,54,25.897623,81.966648,6.277245,54.499601,watermelon
95,14,50,26.633312,84.317568,6.560444,56.318662,watermelon
119,30,49,25.357947,80.458463,6.90302,47.720782,watermelon
97,12,47,25.287846,89.636679,6.765095,58.286977,watermelon
110,7,45,26.638386,84.695469,6.189214,48.324286,watermelon
96,18,50,25.331045,84.305338,6.904242,41.532187,watermelon
83,23,55,26.897502,83.892415,6.463271,43.971937,watermelon
120,24,47,26.986037,89.413849,6.260839,58.548767,watermelon
115,17,55,27.578269,94.118782,6.776533,28.082532,muskmelon
114,27,48,27.820548,93.035552,6.528404,26.324055,muskmelon
101,25,52,29.099104,94.222378,6.750146,22.524973,muskmelon
118,18,52,28.049436,90.831307,6.562833,20.76223,muskmelon
95,26,45,29.916906,94.556956,6.11753,28.160572,muskmelon
81,25,49,29.868958,93.251032,6.07646,26.26243,muskmelon
117,24,53,29.172209,92.214052,6.293486,21.302905,muskmelon
114,30,51,29.249085,90.069981,6.069172,25.934965,muskmelon
113,6,52,27.763172,90.355676,6.740984,25.216091,muskmelon
108,26,52,28.82629,94.267653,6.201798,26.238385,muskmelon
81,30,48,28.523797,92.096884,6.041027,29.866814,muskmelon
115,9,52,29.067851,90.976855,6.019372,29.119474,muskmelon
83,7,45,29.084179,90.738919,6.704104,25.330142,muskmelon
84,21,55,28.470907,94.794532,6.494251,21.084841,muskmelon
109,26,45,28.279737,90.389712,6.224535,21.589925,muskmelon
95,27,55,28.472126,91.213221,6.160414,20.886204,muskmelon
119,5,55,29.688467,94.301116,6.168758,26.839248,muskmelon
110,14,51,27.024151,91.667376,6.085445,21.26035,muskmelon
82,18,48,29.095883,94.167484,6.159051,26.705813,muskmelon
87,14,48,29.692387,92.588625,6.606033,29.110259,muskmelon
85,9,53,28.206194,92.867987,6.447663,28.786545,muskmelon
100,6,53,29.05248,93.922178,6.10591,23.666206,muskmelon
107,12,46,29.572403,93.618703,6.559763,27.569186,muskmelon
91,13,47,29.109683,92.43511,6.144109,27.956023,muskmelon
102,25,50,28.204808,92.914404,6.099662,20.360011,muskmelon
117,25,53,29.118585,92.12543,6.413927,24.520202,muskmelon
85,21,52,29.628007,90.100516,6.075144,23.695868,muskmelon
104,25,55,29.811966,90.368813,6.123803,22.687665,muskmelon
102,24,54,27.723383,90.938979,6.698469,22.818634,muskmelon
116,25,50,29.260928,92.923677,6.088886,28.706277,muskmelon
100,17,48,29.727911,94.297533,6.367801,26.523641,muskmelon
110,25,54,28.911056,90.784138,6.425931,23.443985,muskmelon
104,25,51,28.963614,93.884822,6.469983,23.561302,muskmelon
107,11,54,28.590524,91.336172,6.094016,29.44008,muskmelon
98,26,52,27.338977,90.69759,6.150091,28.691138,muskmelon
88,17,52,29.904159,90.752844,6.646962,25.378284,muskmelon
87,25,46,27.427117,90.026962,6.379691,21.750877,muskmelon
120,8,46,29.556575,90.709373,6.732834,28.365356,muskmelon
95,13,46,29.840708,93.763129,6.12602,23.282078,muskmelon
108,22,47,28.535457,91.727427,6.161124,25.129005,muskmelon
82,13,52,27.11535,94.869079,6.44281,26.519248,muskmelon
120,23,55,27.844928,91.606666,6.732049,26.478444,muskmelon
110,22,47,29.031572,91.821726,6.243674,24.938613,muskmelon
95,23,45,27.824245,90.566987,6.266209,21.190145,muskmelon
106,10,49,27.726531,92.006875,6.350624,20.211267,muskmelon
99,12,52,28.697083,94.307599,6.002927,22.218071,muskmelon
106,20,51,29.730197,90.970157,6.342573,20.490356,muskmelon
83,11,53,29.540972,92.917783,6.163921,21.965308,muskmelon
117,19,55,28.803119,91.783369,6.121745,25.163599,muskmelon
98,26,49,27.290357,90.533301,6.13016,23.495352,muskmelon
113,20,48,27.465836,94.87679,6.440585,27.278998,muskmelon
101,17,47,29.494014,94.729813,6.185053,26.308209,muskmelon
98,7,45,27.791618,92.510549,6.157725,26.854226,muskmelon
93,22,48,29.125337,91.522911,6.776988,21.904404,muskmelon
95,21,47,27.931142,93.561614,6.431971,20.661278,muskmelon
109,12,48,29.457717,92.125347,6.708744,20.76212,muskmelon
118,12,47,27.968723,92.174448,6.01074,28.947669,muskmelon
100,14,49,29.48883,91.075742,6.365957,26.019094,muskmelon
89,9,47,29.471563,90.770696,6.668383,28.752261,muskmelon
95,16,46,27.076727,90.143626,6.746695,24.451465,muskmelon
95,7,45,27.300086,90.800153,6.031666,25.094845,muskmelon
87,6,45,29.827294,90.790073,6.400772,22.842036,muskmelon
93,20,50,29.930612,93.229809,6.448793,24.348143,muskmelon
84,29,49,29.943492,93.907412,6.25142,20.390205,muskmelon
111,5,47,28.033065,91.473558,6.274453,21.179248,muskmelon
111,5,52,29.884305,94.037115,6.135996,21.000099,muskmelon
111,15,54,27.705837,92.911857,6.19409,22.062072,muskmelon
89,11,47,29.78714,94.653435,6.327823,27.865944,muskmelon
110,15,48,28.5782,92.865974,6.212567,27.598718,muskmelon
95,30,52,29.480699,90.336987,6.640471,26.036577,muskmelon
115,12,52,27.514922,94.962187,6.685553,21.017964,muskmelon
120,25,50,28.054578,94.816374,6.32721,21.848693,muskmelon
102,11,45,29.031673,93.126032,6.355443,24.155912,muskmelon
94,5,55,28.585465,91.892168,6.085682,26.883726,muskmelon
84,18,46,27.08808,93.424021,6.78105,25.321597,muskmelon
107,22,54,27.996117,90.846603,6.630301,21.618938,muskmelon
80,18,52,27.873174,91.148496,6.4848,24.052079,muskmelon
86,18,45,28.965866,90.718329,6.566759,22.258381,muskmelon
113,28,48,28.87726,92.488397,6.170521,24.442676,muskmelon
115,18,53,29.170521,94.197904,6.01248,22.069945,muskmelon
82,20,54,29.340336,90.015064,6.54115,21.445329,muskmelon
98,22,47,29.072653,91.915332,6.341401,28.835684,muskmelon
117,25,54,28.68276,92.509693,6.150686,29.111877,muskmelon
83,15,49,28.927059,91.393568,6.438008,23.200767,muskmelon
120,16,51,27.999018,91.641931,6.547042,23.286182,muskmelon
111,5,50,27.593501,91.79743,6.399891,24.842661,muskmelon
85,21,47,29.873311,90.609325,6.18677,24.697205,muskmelon
90,23,54,28.558525,90.45773,6.159021,27.265883,muskmelon
99,29,55,29.193787,91.462411,6.660955,26.482403,muskmelon
102,11,47,27.98781,92.782262,6.504907,27.14509,muskmelon
80,18,51,28.053807,91.817588,6.706053,20.765821,muskmelon
87,21,52,27.35063,94.291195,6.067665,27.21244,muskmelon
114,8,52,29.340811,94.551354,6.419083,28.229081,muskmelon
99,6,46,28.614751,94.22253,6.396379,28.985742,muskmelon
89,25,50,27.048635,91.346851,6.375923,25.081467,muskmelon
96,13,55,29.527531,94.574594,6.700338,21.135457,muskmelon
82,26,47,28.504164,93.468065,6.565313,24.200072,muskmelon
106,21,52,28.895786,94.78993,6.286515,23.03625,muskmelon
90,15,52,27.049275,91.382173,6.448062,23.657475,muskmelon
106,16,54,28.960179,91.695322,6.585873,24.74582,muskmelon
24,128,196,22.750888,90.694892,5.521467,110.431786,apple
7,144,197,23.849401,94.34815,6.133221,114.051249,apple
14,128,205,22.60801,94.589006,6.22629,116.039659,apple
8,120,201,21.186674,91.134357,6.321152,122.233323,apple
20,129,201,23.410447,91.699133,5.587906,116.077793,apple
32,137,204,22.860066,93.128599,5.824152,117.729673,apple
27,139,205,22.48403,93.408192,5.77218,105.547363,apple
0,123,205,22.027754,92.961295,5.790993,121.134918,apple
22,144,196,21.911913,91.687481,6.499227,117.076128,apple
1,124,199,23.710591,93.273924,5.658474,112.667659,apple
30,122,197,21.377847,92.720437,5.573241,106.141702,apple
29,121,196,22.848528,94.321302,6.079497,123.597784,apple
13,126,204,23.109427,92.796308,6.38318,108.183792,apple
9,139,199,23.252308,94.541283,5.867421,105.355841,apple
0,133,200,23.672877,90.493557,5.708419,104.229803,apple
30,143,199,23.768816,90.598103,5.798351,102.264855,apple
36,140,198,23.343864,91.476847,6.281884,104.426799,apple
37,137,199,22.639464,90.184516,5.697946,108.340588,apple
33,121,203,22.456967,94.762854,5.605934,114.840772,apple
7,144,195,22.963885,93.58066,5.856481,104.647299,apple
35,128,205,21.072734,93.56586,6.041054,107.873701,apple
29,128,198,22.44075,92.707851,5.685062,121.497733,apple
2,143,196,22.712713,90.452617,5.669489,109.88526,apple
34,140,198,21.70417,93.440063,5.751707,115.17814,apple
29,144,204,22.433245,92.486677,5.800449,119.102519,apple
32,141,203,21.259411,92.844162,5.821348,109.065847,apple
13,144,197,22.921571,94.896134,6.280223,105.694154,apple
25,143,198,22.812125,91.518617,6.027314,107.855225,apple
9,137,200,21.121521,90.687877,5.636687,102.80172,apple
6,144,198,21.114787,90.315287,5.559364,104.508662,apple
37,126,196,23.599973,90.975977,5.596449,107.172819,apple
2,120,203,23.126527,94.712033,5.893493,108.621183,apple
11,143,197,22.984589,93.320449,5.875719,122.195248,apple
10,141,201,22.126594,90.978183,6.386021,104.541228,apple
24,142,202,22.537797,91.481358,5.71082,101.847477,apple
23,138,195,22.490951,91.702927,5.795986,124.39151,apple
18,125,204,22.355482,94.478118,6.046674,116.736626,apple
13,121,196,22.20701,93.505742,6.443383,120.159377,apple
26,122,202,22.44517,94.737635,5.617227,107.184327,apple
28,123,202,22.76643,92.124385,6.442289,120.435995,apple
26,121,201,22.191094,90.025751,6.162034,112.312663,apple
21,137,196,23.61192,91.702938,5.812782,123.590082,apple
21,135,198,23.860871,94.920481,5.765015,105.024133,apple
5,144,205,21.421772,92.626653,6.184923,102.804566,apple
2,123,205,22.366293,90.785725,5.739652,124.983162,apple
15,133,199,23.996862,91.610017,5.824779,117.610292,apple
31,130,198,21.801298,92.734467,5.554824,120.058667,apple
25,143,200,23.804363,92.804416,6.024249,100.619254,apple
16,143,204,23.714753,91.533312,5.631333,121.896167,apple
19,122,202,23.344674,90.379815,5.811975,112.895402,apple
10,125,196,22.312537,90.035771,5.730557,113.068815,apple
20,139,202,23.502014,92.21084,5.669991,107.986895,apple
28,123,198,23.462603,91.45665,5.682751,111.77634,apple
28,136,200,23.062044,92.395441,6.245859,114.73991,apple
2,131,199,22.474205,91.227597,6.01737,124.21797,apple
2,140,197,22.697801,92.822234,5.534567,105.050823,apple
27,138,201,23.666821,93.901911,5.952368,105.400475,apple
30,127,204,22.500503,92.458783,6.126437,100.93439,apple
32,145,203,23.830537,90.844222,6.406819,109.596679,apple
29,139,205,23.641424,93.744615,6.155939,116.691218,apple
26,126,195,21.413638,92.991245,5.878569,118.397907,apple
40,136,202,22.852674,94.576458,5.935336,117.531403,apple
6,124,200,22.982081,93.84505,5.971332,109.585225,apple
35,138,200,21.199095,90.808194,5.671306,103.683892,apple
17,136,196,23.871923,90.49939,5.882156,103.054809,apple
33,134,205,21.036527,94.339195,6.085519,114.741273,apple
16,143,197,22.617116,93.519784,5.904026,116.925677,apple
27,120,200,21.452787,90.745319,6.110219,116.703658,apple
29,145,205,22.812276,92.129921,6.212303,109.338355,apple
3,141,197,21.981419,91.127193,6.142803,115.478915,apple
15,123,204,22.527093,92.547804,6.365973,115.383007,apple
5,136,195,22.356287,91.923605,6.264203,107.769741,apple
10,136,204,21.198522,92.155951,6.276199,105.855435,apple
7,141,195,23.881246,93.450676,5.514253,104.911666,apple
2,129,201,22.782342,94.368035,5.682344,122.144995,apple
29,138,197,22.190554,92.437642,5.830892,121.662276,apple
30,137,200,22.9143,90.704756,5.603413,118.604465,apple
29,132,204,23.089507,90.225073,6.096753,108.21666,apple
14,139,197,21.724845,92.839756,6.05653,121.696176,apple
18,125,203,22.443077,91.59234,6.160267,102.556581,apple
33,143,204,21.131608,91.957699,5.814435,122.539195,apple
40,144,196,22.717507,92.254799,5.987263,107.028987,apple
9,143,197,23.750331,92.881605,5.570021,117.660283,apple
38,135,203,23.761218,93.661643,5.965551,100.825956,apple
28,130,196,22.134506,94.676957,6.062356,112.920322,apple
35,142,203,21.170892,90.237302,5.895319,123.649515,apple
12,129,205,22.362383,91.157616,6.119432,118.683273,apple
1,135,203,22.778565,92.70124,5.624203,113.775922,apple
0,145,205,21.225034,90.098778,5.520783,113.976046,apple
31,121,201,23.157911,90.343969,5.731535,110.712841,apple
35,131,203,22.427761,93.917224,5.893491,102.723074,apple
29,140,195,23.64083,90.952579,5.560521,116.743132,apple
33,138,198,22.294235,90.69034,6.222391,122.741874,apple
14,140,197,23.352251,90.900547,6.071255,113.038138,apple
35,145,195,22.039115,94.580758,6.23195,110.980401,apple
40,120,197,23.805938,92.488795,5.889481,119.633555,apple
25,132,198,22.319441,90.851744,5.732758,100.117344,apple
31,137,196,22.144641,93.825674,6.400321,120.631078,apple
36,144,196,23.651676,94.505288,6.496934,115.361127,apple
10,140,197,22.169395,90.271856,6.229499,124.468311,apple
22,30,12,15.781442,92.510777,6.354007,119.035002,orange
37,6,13,26.030973,91.508193,7.511755,101.284774,orange
27,13,6,13.360506,91.356082,7.335158,111.226688,orange
7,16,9,18.879577,92.043045,7.813917,114.665951,orange
20,7,9,29.477417,91.578029,7.129137,111.17275,orange
26,27,10,28.069032,92.914873,6.079998,114.133942,orange
5,23,15,25.669011,92.046708,7.408939,112.54242,orange
0,18,14,29.771494,92.0072,7.207991,114.416179,orange
39,24,14,30.554726,90.903438,7.18926,106.071198,orange
13,23,6,23.961476,90.26408,7.365338,102.69587,orange
21,17,15,23.982896,91.547314,7.455991,118.49017,orange
33,12,8,25.260527,90.311537,6.822282,117.36953,orange
6,9,12,31.083689,90.143626,7.028746,109.689466,orange
19,7,10,14.78003,91.220621,6.11843,100.196176,orange
24,18,6,26.566083,94.452397,6.285313,116.379653,orange
9,11,8,24.859034,94.390005,6.559237,111.780373,orange
31,8,7,34.514651,93.638127,7.163246,103.568493,orange
22,17,5,24.121887,90.723516,6.945563,102.835632,orange
13,5,8,23.853404,90.105225,7.474711,103.923226,orange
16,8,9,24.602975,91.284087,7.60119,111.294811,orange
4,13,6,15.63211,94.259662,7.561143,101.47057,orange
0,25,14,19.335168,91.979789,6.361671,116.450422,orange
8,7,10,28.262049,91.983174,6.929216,105.213226,orange
4,23,5,22.675945,93.363487,7.477935,110.333265,orange
33,14,8,21.032001,92.964197,7.68442,110.682394,orange
30,7,15,33.234533,91.060539,7.825532,115.76599,orange
21,29,12,22.30319,92.15987,6.438669,117.36881,orange
11,14,5,11.503229,94.893318,6.946355,115.568378,orange
9,8,15,14.343205,94.357347,7.994465,110.222312,orange
5,18,14,33.105698,93.484475,7.434119,119.170911,orange
29,25,14,30.491838,90.458286,7.781989,113.330211,orange
33,12,15,30.25578,92.032728,6.052318,116.717313,orange
8,16,6,12.228162,90.264574,7.10665,108.416171,orange
15,14,8,10.010813,90.223992,6.220943,119.394106,orange
16,7,8,22.791968,90.609019,6.420457,116.508407,orange
0,12,7,20.184323,90.654585,6.96925,116.813097,orange
5,25,6,30.721199,94.01332,6.011302,106.811802,orange
6,8,11,24.355909,92.396517,6.600949,119.694658,orange
10,5,5,21.21307,91.353492,7.817846,112.983436,orange
1,17,6,10.786898,91.384119,6.819827,117.529345,orange
1,30,10,11.899257,91.346638,7.291406,103.577147,orange
0,23,15,22.566642,93.374889,7.598729,109.858575,orange
24,27,9,18.868832,93.246881,6.157135,119.393698,orange
36,11,13,17.340837,93.048972,7.191727,112.719428,orange
40,21,8,34.906653,92.878201,7.418762,102.190633,orange
40,22,6,24.536101,91.909972,6.488221,115.978799,orange
32,18,13,13.837728,91.747805,6.044167,107.987322,orange
9,10,10,22.355105,93.522119,6.010392,101.516459,orange
13,16,8,34.740049,93.12317,6.949839,100.196785,orange
15,9,11,11.547857,94.14861,7.907956,108.828917,orange
29,11,5,23.133388,91.946703,7.639788,104.422415,orange
1,15,9,29.983647,94.552397,7.533509,115.356032,orange
18,5,11,20.879474,90.937562,6.251587,102.455079,orange
14,22,9,17.249446,91.137728,6.543192,112.509052,orange
33,15,7,15.833887,91.682939,7.651225,109.757142,orange
4,6,7,23.010143,91.117642,6.70889,112.67383,orange
17,16,14,16.396243,92.181519,6.625539,102.944161,orange
12,20,10,24.451328,93.105277,6.528355,109.47111,orange
34,29,8,31.878592,91.152481,6.45064,105.343783,orange
39,28,10,31.349201,91.482476,7.181908,109.154982,orange
31,25,12,18.051424,90.039696,7.016482,111.779389,orange
12,6,8,30.84835,92.867737,6.388617,107.414268,orange
12,29,13,22.456169,91.527818,7.571254,118.006929,orange
26,11,11,13.703192,90.955894,7.609348,106.294488,orange
19,24,15,20.489545,93.724851,7.137137,111.839195,orange
39,21,9,13.208444,94.027694,6.354023,106.269616,orange
16,29,13,32.319444,93.678046,6.196908,117.623647,orange
36,29,13,20.681852,90.915105,7.829507,109.751393,orange
37,23,12,31.52676,90.506218,6.395258,113.11694,orange
39,9,15,25.354676,91.811832,7.992042,116.755594,orange
31,5,14,17.665454,91.698659,6.583412,110.685751,orange
18,12,8,12.59094,91.816688,6.206053,119.391672,orange
20,20,10,11.866319,93.683946,6.976998,106.060149,orange
5,8,5,11.033679,92.227068,6.562595,112.771592,orange
20,8,12,25.299043,94.964199,7.260416,117.973342,orange
25,21,11,32.237978,90.154068,6.460045,104.705225,orange
14,19,14,17.684088,94.358154,6.699165,108.063817,orange
37,18,12,10.270888,90.191477,7.401122,106.69552,orange
26,15,6,17.220345,94.787974,6.912033,108.005434,orange
13,22,5,19.667056,90.500967,7.76404,100.173796,orange
32,25,9,10.356096,93.75652,7.796034,101.145695,orange
19,7,9,27.255435,91.713694,6.969883,101.139435,orange
28,7,9,34.591785,92.132298,6.730758,115.565029,orange
24,30,11,32.39524,94.517685,6.601396,113.25373,orange
7,17,10,10.164313,91.22321,6.465913,106.362551,orange
18,23,8,21.491187,93.439497,6.413548,101.481989,orange
7,20,12,16.534604,94.7676,6.475275,110.04479,orange
20,23,11,31.852069,90.122203,6.407716,109.945506,orange
18,14,11,28.047995,90.006217,6.550814,117.13115,orange
34,11,10,31.750489,94.595512,7.362208,115.19893,orange
20,29,10,29.074127,93.271891,7.365492,100.789687,orange
37,24,13,19.143819,90.710375,7.854624,108.023079,orange
12,8,10,16.148203,91.444803,7.995849,107.428766,orange
34,10,14,34.052969,92.058117,6.725601,116.802085,orange
6,13,9,34.51424,90.561515,7.786725,118.327197,orange
27,30,5,32.717485,90.546083,7.656978,113.328978,orange
13,8,12,25.162966,92.54736,7.105905,114.31172,orange
6,7,7,27.681673,94.473169,7.199106,113.999515,orange
40,17,15,21.350934,90.949297,7.871063,107.086209,orange
31,26,9,11.698946,93.256389,7.566166,103.200599,orange
61,68,50,35.214628,91.497251,6.793245,243.074507,papaya
58,46,45,42.394134,90.790281,6.576261,88.466075,papaya
45,47,55,38.419163,91.142204,6.751453,119.265388,papaya
39,65,53,35.332949,92.115086,6.560743,235.613359,papaya
31,68,45,42.923253,90.076005,6.938313,196.240824,papaya
70,68,45,33.835086,92.854702,6.991626,203.404403,papaya
68,62,50,33.202583,92.764379,6.9777,197.528258,papaya
34,65,47,23.48547,93.710437,6.833769,191.776056,papaya
38,68,54,29.337105,90.817814,6.73917,202.057275,papaya
69,64,47,40.211993,94.507669,6.993473,186.676232,papaya
58,51,47,42.13474,91.704454,6.757471,197.402901,papaya
59,47,53,32.863166,91.461887,6.850663,47.271547,papaya
44,64,54,29.807443,91.380485,6.742749,232.704613,papaya
56,57,48,31.562138,93.048486,6.506121,63.622508,papaya
69,60,54,36.322681,93.061344,6.989927,141.173693,papaya
56,58,49,37.13165,94.607618,6.692156,172.478806,papaya
49,55,53,38.441872,93.63739,6.54403,77.715669,papaya
38,51,52,32.661606,90.789317,6.927804,78.850855,papaya
54,65,47,27.927659,91.555942,6.721836,149.910756,papaya
57,57,51,39.017933,91.488156,6.992234,105.884153,papaya
39,52,53,32.512474,94.659041,6.704204,51.070481,papaya
58,67,45,38.723828,91.725149,6.702425,62.623771,papaya
61,64,52,43.302049,92.834054,6.641099,110.562229,papaya
34,62,55,27.585489,90.725265,6.585346,238.500878,papaya
31,48,45,40.788818,92.909514,6.563135,132.792359,papaya
47,46,52,23.194511,91.403016,6.502289,206.399921,papaya
32,68,52,32.680674,92.617156,6.800321,248.859299,papaya
36,59,46,34.288793,93.610829,6.721131,127.250978,papaya
61,51,51,39.3005,94.161934,6.574678,120.951247,papaya
70,54,46,39.731491,91.122206,6.919342,122.762865,papaya
44,56,49,39.233425,91.255893,6.51978,64.44785,papaya
34,68,51,27.347349,94.177567,6.687088,40.351531,papaya
50,59,47,40.769987,92.092786,6.747976,209.867841,papaya
39,70,52,26.265595,90.796681,6.651491,59.493734,papaya
34,61,49,28.129715,93.321074,6.502675,117.820191,papaya
44,60,55,34.280461,90.555616,6.825371,98.540477,papaya
31,62,52,33.796016,93.007543,6.991041,182.026807,papaya
65,62,51,31.532438,90.873949,6.511625,207.073512,papaya
44,57,53,42.304958,90.514318,6.931721,74.876786,papaya
50,47,48,24.636769,90.619643,6.712772,218.229919,papaya
43,50,48,28.282229,91.370598,6.630165,179.272081,papaya
60,46,53,24.486207,92.982545,6.761953,183.49095,papaya
70,68,55,42.846093,94.635482,6.691202,78.809964,papaya
59,62,52,43.675493,93.108872,6.608668,103.823566,papaya
60,58,51,42.072138,92.922031,6.840802,165.741297,papaya
42,60,47,33.468737,92.127462,6.834808,136.827704,papaya
35,66,47,31.701837,91.662322,6.953439,48.838106,papaya
34,65,48,41.419684,90.038631,6.665025,199.309643,papaya
36,54,46,42.54744,94.944821,6.662876,214.410385,papaya
39,64,52,28.918425,94.636768,6.678696,63.687946,papaya
37,52,47,43.080227,93.903057,6.542777,211.852906,papaya
33,47,46,29.203009,93.96834,6.839444,209.408331,papaya
34,48,48,41.042244,91.372581,6.805277,181.527598,papaya
49,54,50,25.624466,93.182403,6.762522,97.263367,papaya
40,65,49,35.328764,91.061385,6.678449,163.906937,papaya
68,52,49,24.425613,92.277491,6.577192,63.352988,papaya
50,46,52,31.182984,90.216469,6.734006,54.018724,papaya
65,63,50,31.883426,91.325654,6.524459,79.272016,papaya
40,49,47,42.933686,91.175675,6.501521,246.361327,papaya
42,53,48,23.114077,94.319948,6.75848,231.515316,papaya
49,55,51,24.872121,93.905601,6.676579,135.169452,papaya
59,62,49,43.360515,93.351916,6.941497,114.778071,papaya
63,58,47,26.830541,90.7538,6.864144,144.665644,papaya
70,65,52,30.420121,93.126598,6.583529,75.95295,papaya
63,50,52,28.645556,93.226426,6.751748,115.816394,papaya
40,64,47,32.500375,93.478888,6.893509,71.737595,papaya
63,58,50,43.037143,94.64289,6.720744,41.585659,papaya
45,58,49,30.107734,90.345464,6.827813,75.24522,papaya
66,69,47,23.692122,93.610556,6.9123,87.53394,papaya
54,67,52,35.676673,93.306419,6.586107,141.338117,papaya
69,67,52,27.71949,94.438771,6.827306,82.830611,papaya
67,68,49,35.268248,92.38283,6.821775,149.848821,papaya
45,57,47,23.168559,90.788212,6.656459,161.689209,papaya
56,50,52,33.087061,92.251975,6.770385,88.130077,papaya
70,50,53,37.462091,90.449678,6.93381,172.345845,papaya
44,47,45,38.732189,94.736135,6.579441,218.142147,papaya
50,60,47,32.577207,92.748895,6.927918,93.794285,papaya
52,51,53,38.382315,93.103786,6.985804,210.273535,papaya
35,68,45,42.936054,90.094481,6.61243,234.846611,papaya
68,69,52,25.654923,92.745016,6.813383,52.954779,papaya
32,55,52,37.588997,91.997404,6.96776,159.657739,papaya
32,55,51,29.607188,93.156428,6.57398,62.687105,papaya
48,62,47,25.347561,93.028711,6.803095,174.401234,papaya
39,69,53,25.930038,93.023578,6.964955,241.820208,papaya
49,61,45,32.767959,94.573774,6.764213,240.479592,papaya
48,57,54,29.02328,90.203968,6.617703,126.806987,papaya
69,66,49,40.004391,90.170158,6.52711,92.118774,papaya
53,55,55,33.323157,91.252712,6.709669,234.496633,papaya
38,61,52,31.227901,94.940214,6.62073,46.442791,papaya
57,64,55,26.683865,92.958541,6.58376,62.506897,papaya
51,57,55,24.705284,90.147322,6.676407,108.410316,papaya
56,65,45,38.201682,93.9738,6.751299,218.090881,papaya
54,66,52,36.567697,93.795034,6.867554,104.42186,papaya
58,55,47,26.053758,93.691117,6.74249,240.68639,papaya
68,70,54,31.299863,92.760392,6.986229,54.778302,papaya
42,59,55,40.102077,94.351102,6.979102,149.119999,papaya
43,64,47,38.589545,91.580765,6.825665,102.270823,papaya
